y,ds
190.43983020593788,2015-07-24
193.90122494891804,2015-07-25
200.68021074179418,2015-07-26
161.83881846563247,2015-07-27
175.8106440334447,2015-07-28
176.75005747573286,2015-07-29
180.3472337741217,2015-07-30
187.28106314203418,2015-07-31
182.25694468471636,2015-08-01
190.64892729636975,2015-08-02
156.14830962292154,2015-08-03
160.5911257820121,2015-08-04
164.23303667147425,2015-08-05
172.84252092903463,2015-08-06
177.8573954316419,2015-08-07
183.40951400228403,2015-08-08
187.7987156268619,2015-08-09
150.06282350411826,2015-08-10
164.80769105668793,2015-08-11
160.61775282024286,2015-08-12
170.1385619039383,2015-08-13
174.91696483385874,2015-08-14
185.22268961143473,2015-08-15
188.24486426098932,2015-08-16
152.40920094529093,2015-08-17
162.15615118134437,2015-08-18
162.92100316307636,2015-08-19
171.38104598426088,2015-08-20
180.54135530230582,2015-08-21
181.48532331554296,2015-08-22
187.84571846795612,2015-08-23
151.12787328535492,2015-08-24
161.2822895124298,2015-08-25
163.78788542759216,2015-08-26
169.96047325514655,2015-08-27
177.58722161867476,2015-08-28
180.3472337741217,2015-08-29
191.922787255971,2015-08-30
153.18495492465365,2015-08-31
159.04068716848514,2015-09-01
153.9851293451357,2015-09-02
163.97129966145454,2015-09-03
170.1894170768787,2015-09-04
176.55261766488547,2015-09-05
184.84214852154997,2015-09-06
144.49968633257467,2015-09-07
157.0177670272106,2015-09-08
157.26161146622928,2015-09-09
163.91891228827268,2015-09-10
168.99109716754515,2015-09-11
176.05824571299064,2015-09-12
180.71107512124354,2015-09-13
140.42780843702585,2015-09-14
157.36989012212928,2015-09-15
156.44761977877275,2015-09-16
163.91891228827268,2015-09-17
168.60722621048762,2015-09-18
174.19439931827142,2015-09-19
181.21947325018832,2015-09-20
145.9134679654056,2015-09-21
158.3148092098339,2015-09-22
156.31162631345848,2015-09-23
163.97129966145454,2015-09-24
171.482156119626,2015-09-25
174.79255458611985,2015-09-26
181.99199433034033,2015-09-27
144.38378948138808,2015-09-28
160.83064262529427,2015-09-29
159.12117733675254,2015-09-30
159.1748194288315,2015-10-01
165.17254995465532,2015-10-02
169.32322377543773,2015-10-03
171.55795753037302,2015-10-04
139.3578332251419,2015-10-05
149.18948844904173,2015-10-06
153.32315329031783,2015-10-07
157.5321968998526,2015-10-08
160.5644952248551,2015-10-09
167.0647194547009,2015-10-10
175.83541671636107,2015-10-11
140.54629424794354,2015-10-12
151.46296473631682,2015-10-13
148.99171993469588,2015-10-14
154.5625043287239,2015-10-15
163.86651156569832,2015-10-16
168.01726670796174,2015-10-17
173.16874223549368,2015-10-18
136.32042205824564,2015-10-19
151.21170158654124,2015-10-20
151.82531548283555,2015-10-21
156.71932456967664,2015-10-22
164.88592928307426,2015-10-23
167.1163191310585,2015-10-24
174.9915771132141,2015-10-25
140.51668024814325,2015-10-26
150.48395491898236,2015-10-27
152.4647161723045,2015-10-28
157.9373821637544,2015-10-29
163.23665761152876,2015-10-30
168.01726670796174,2015-10-31
184.00752678464758,2015-11-01
145.9134679654056,2015-11-02
158.3148092098339,2015-11-03
156.28441630777212,2015-11-04
165.9522353887511,2015-11-05
170.44351139840123,2015-11-06
174.14447909185978,2015-11-07
180.88066784713183,2015-11-08
145.4818394876557,2015-11-09
156.366035007126,2015-11-10
158.98700901788456,2015-11-11
165.32872150178358,2015-11-12
170.24026013448778,2015-11-13
173.99464987748476,2015-11-14
181.21947325018832,2015-11-15
145.7984665063303,2015-11-16
156.71932456967664,2015-11-17
158.01831985215998,2015-11-18
161.7594077759778,2015-11-19
168.19699424968056,2015-11-20
176.626678226554,2015-11-21
181.79910967370932,2015-11-22
142.6656215443177,2015-11-23
158.15314264497604,2015-11-24
157.74839890361915,2015-11-25
164.72942321084315,2015-11-26
169.55285358748182,2015-11-27
175.14072559659206,2015-11-28
181.0743328760921,2015-11-29
144.81802186946433,2015-11-30
129.25698161210514,2015-12-01
133.69103250372711,2015-12-02
136.32042205824564,2015-12-03
140.57590328362366,2015-12-04
149.89410721267254,2015-12-05
151.23963613006137,2015-12-06
118.9931656091294,2015-12-07
132.6401017563843,2015-12-08
130.2352056319811,2015-12-09
135.28575512623073,2015-12-10
140.72387409448595,2015-12-11
147.62991795632155,2015-12-12
150.0909282015788,2015-12-13
121.14102255497752,2015-12-14
129.88876426898838,2015-12-15
132.04992380636762,2015-12-16
135.28575512623073,2015-12-17
140.39817455373725,2015-12-18
141.5502341048091,2015-12-19
150.45590870003534,2015-12-20
120.7071968521296,2015-12-21
130.73781675802024,2015-12-22
130.20374124457996,2015-12-23
136.562966309727,2015-12-24
138.1012078481293,2015-12-25
145.76970485752668,2015-12-26
149.3870484289073,2015-12-27
118.51920996388546,2015-12-28
131.55130049041563,2015-12-29
131.2076236484162,2015-12-30
134.5515971337739,2015-12-31
139.59616922677176,2016-01-01
141.75622480523273,2016-01-02
148.11336276233442,2016-01-03
117.66909628088969,2016-01-04
131.5200866474486,2016-01-05
127.12237596532101,2016-01-06
133.56773498983637,2016-01-07
138.4911324188678,2016-01-08
145.9134679654056,2016-01-09
149.16124858818534,2016-01-10
118.51920996388546,2016-01-11
128.17727948548668,2016-01-12
126.47964217427106,2016-01-13
132.980831271608,2016-01-14
140.96037023572674,2016-01-15
145.76970485752668,2016-01-16
148.34043194883884,2016-01-17
117.83950834432271,2016-01-18
129.1620024562765,2016-01-19
127.98599296819005,2016-01-20
134.88848065760953,2016-01-21
139.17886819307,2016-01-22
143.16236943958154,2016-01-23
148.05655214806544,2016-01-24
119.7013027140945,2016-01-25
126.02818014486027,2016-01-26
130.86322967895853,2016-01-27
133.25909449386413,2016-01-28
139.17886819307,2016-01-29
142.3141456434713,2016-01-30
148.59555443816458,2016-01-31
123.12752739092466,2016-02-01
136.7749118066679,2016-02-02
138.55104331127993,2016-02-03
141.69739463638282,2016-02-04
147.5729592199535,2016-02-05
151.32341511742578,2016-02-06
153.95759228770427,2016-02-07
124.013192293687,2016-02-08
137.89088529562827,2016-02-09
136.0471488424266,2016-02-10
141.46187932073056,2016-02-11
147.45898920411386,2016-02-12
152.2147706811518,2016-02-13
157.18036347717305,2016-02-14
124.27464794022649,2016-02-15
138.61093360149886,2016-02-16
136.98659639051814,2016-02-17
142.92877688139583,2016-02-18
148.4538628191333,2016-02-19
153.26788585479423,2016-02-20
155.4116936999223,2016-02-21
127.89026446335318,2016-02-22
136.2293794331273,2016-02-23
135.2246964014818,2016-02-24
144.73125836200487,2016-02-25
148.65220097212034,2016-02-26
153.51646448431612,2016-02-27
156.28441630777212,2016-02-28
124.17665331957318,2016-02-29
152.2147706811518,2016-03-01
149.01998537407624,2016-03-02
156.58351912725684,2016-03-03
162.34103355188108,2016-03-04
170.26567712296492,2016-03-05
176.00874760702015,2016-03-06
137.46947266928797,2016-03-07
152.2147706811518,2016-03-08
150.84817775327235,2016-03-09
156.12107694276568,2016-03-10
165.32872150178358,2016-03-11
170.16399100540977,2016-03-12
175.36425855150796,2016-03-13
138.79048108820743,2016-03-14
152.49246774911256,2016-03-15
149.04824654515448,2016-03-16
159.4160308059333,2016-03-17
164.9120021160434,2016-03-18
168.376568792462,2016-03-19
172.49065559120552,2016-03-20
140.42780843702585,2016-03-21
155.24762332061283,2016-03-22
148.5388907048746,2016-03-23
156.09384047757445,2016-03-24
162.97364607602546,2016-03-25
168.7096598920225,2016-03-26
174.09454744857075,2016-03-27
141.2850378760632,2016-03-28
152.29812214466068,2016-03-29
150.0909282015788,2016-03-30
156.9906545754078,2016-03-31
179.61778807801437,2016-04-01
183.36160575640434,2016-04-02
191.73791859674122,2016-04-03
149.24595540543572,2016-04-04
165.5107731334618,2016-04-05
167.88879598524258,2016-04-06
170.95079604446835,2016-04-07
175.68673882630725,2016-04-08
183.33764788706756,2016-04-09
189.43826966843932,2016-04-10
150.39980376823664,2016-04-11
162.86834668848488,2016-04-12
165.87439835549424,2016-04-13
169.62934176576002,2016-04-14
175.3890815169039,2016-04-15
180.85644808438502,2016-04-16
191.96898220945445,2016-04-17
152.38143729130113,2016-04-18
164.9380716633375,2016-04-19
163.34176768896253,2016-04-20
169.06778794283517,2016-04-21
178.66595980392069,2016-04-22
183.43346438051393,2016-04-23
189.95122269475405,2016-04-24
154.06771699221923,2016-04-25
164.80769105668793,2016-04-26
163.02627543864455,2016-04-27
174.4687568641886,2016-04-28
177.41512196820793,2016-04-29
186.40788025640032,2016-04-30
196.52189769544384,2016-05-01
157.31575821670236,2016-05-02
172.54095710357012,2016-05-03
171.81043622966902,2016-05-04
179.13017509329805,2016-05-05
186.14765520480455,2016-05-06
192.6608447773296,2016-05-07
196.81639270950117,2016-05-08
158.1800962148934,2016-05-09
171.25459137569123,2016-05-10
171.73472370404187,2016-05-11
177.0951544551899,2016-05-12
183.2897246513781,2016-05-13
189.99779995555906,2016-05-14
193.2818293302908,2016-05-15
158.66463631857792,2016-05-16
169.90956344719208,2016-05-17
170.7987368213865,2016-05-18
176.8733680570804,2016-05-19
188.38557803049167,2016-05-20
192.36128160425665,2016-05-21
194.08444636206343,2016-05-22
157.77540755429808,2016-05-23
170.2910910861138,2016-05-24
171.1533740487311,2016-05-25
176.84871142829422,2016-05-26
181.29200866328878,2016-05-27
187.93969599759905,2016-05-28
201.14788895747537,2016-05-29
156.9364184767211,2016-05-30
173.56957376387479,2016-05-31
176.2561272293158,2016-06-01
185.05627973475382,2016-06-02
191.36775366600102,2016-06-03
198.05846014639067,2016-06-04
209.4226853408072,2016-06-05
163.34176768896253,2016-06-06
178.24979208173775,2016-06-07
175.36425855150796,2016-06-08
185.67377328822053,2016-06-09
189.92793064493588,2016-06-10
198.9354422949387,2016-06-11
203.40723158553627,2016-06-12
163.3943025147035,2016-06-13
177.0951544551899,2016-06-14
179.5934325205678,2016-06-15
186.50243568301482,2016-06-16
194.2446518791418,2016-06-17
192.98303592673744,2016-06-18
204.04594100099592,2016-06-19
163.47307951856214,2016-06-20
181.00172786702865,2016-06-21
181.48532331554296,2016-06-22
186.289632109876,2016-06-23
192.24596578062162,2016-06-24
198.37363047369635,2016-06-25
208.1051550801729,2016-06-26
164.9380716633375,2016-06-27
177.63636851256177,2016-06-28
173.64464749902115,2016-06-29
184.77072744350446,2016-06-30
200.568730433821,2016-07-01
205.47176309320494,2016-07-02
213.18751761911471,2016-07-03
167.55440465884408,2016-07-04
184.46098113554032,2016-07-05
183.79242108290526,2016-07-06
190.9506336212826,2016-07-07
197.94580220905948,2016-07-08
205.7122744938645,2016-07-09
212.84746119464717,2016-07-10
167.55440465884408,2016-07-11
182.73788686477573,2016-07-12
186.12398398375936,2016-07-13
192.10751385118968,2016-07-14
196.13625622678543,2016-07-15
206.30167051052612,2016-07-16
212.93251598502528,2016-07-17
168.47911428572226,2016-07-18
182.44944295641747,2016-07-19
185.98190616436298,2016-07-20
192.38433814620655,2016-07-21
200.96982833238846,2016-07-22
202.61211502080334,2016-07-23
209.1208878987037,2016-07-24
167.58014595435728,2016-07-25
183.95974286580494,2016-07-26
183.6728310574359,2016-07-27
192.59174783597135,2016-07-28
197.85563897795248,2016-07-29
204.9900642531221,2016-07-30
214.07811055925447,2016-07-31
158.07225996438564,2016-08-01
173.81971895492256,2016-08-02
173.51951021529075,2016-08-03
176.57730727210816,2016-08-04
185.50768642201513,2016-08-05
197.11053624827045,2016-08-06
196.7258163574453,2016-08-07
157.0177670272106,2016-08-08
171.68423389435168,2016-08-09
171.86089646724994,2016-08-10
176.08299060341747,2016-08-11
184.36559103801724,2016-08-12
191.3909057178155,2016-08-13
197.9908715272441,2016-08-14
158.66463631857792,2016-08-15
171.02678522026466,2016-08-16
169.37427407517757,2016-08-17
177.0951544551899,2016-08-18
186.54969905005322,2016-08-19
188.64333561146233,2016-08-20
197.40432966759462,2016-08-21
157.0177670272106,2016-08-22
171.5832187322191,2016-08-23
172.5661034742644,2016-08-24
178.32328974563873,2016-08-25
185.03249714513152,2016-08-26
190.69536845657387,2016-08-27
196.38585799745783,2016-08-28
157.80241252157026,2016-08-29
167.94019367742197,2016-08-30
172.91784633363554,2016-08-31
174.89208843195996,2016-09-01
177.07052246676852,2016-09-02
182.06428403057686,2016-09-03
191.43720311491003,2016-09-04
149.24595540543572,2016-09-05
163.60430732532575,2016-09-06
161.388412933588,2016-09-07
171.3051821523124,2016-09-08
180.08004411611412,2016-09-09
183.69675403307514,2016-09-10
189.39158259131491,2016-09-11
148.82203754691758,2016-09-12
165.43277056237022,2016-09-13
162.71029578148347,2016-09-14
171.178682855033,2016-09-15
180.1043471532955,2016-09-16
184.00752678464758,2016-09-17
191.922787255971,2016-09-18
152.6866162779431,2016-09-19
163.55182627421152,2016-09-20
162.34103355188108,2016-09-21
169.85864147226786,2016-09-22
179.42286976760388,2016-09-23
183.69675403307514,2016-09-24
189.22810541724576,2016-09-25
151.46296473631682,2016-09-26
164.598910881262,2016-09-27
166.5997492143627,2016-09-28
171.5832187322191,2016-09-29
178.42124905233675,2016-09-30
173.4443932832109,2016-10-01
179.66649128956442,2016-10-02
147.71532327045136,2016-10-03
158.42251387657706,2016-10-04
158.42251387657706,2016-10-05
162.9473263140488,2016-10-06
170.90012162538721,2016-10-07
176.52792530300235,2016-10-08
182.73788686477573,2016-10-09
142.95799256221508,2016-10-10
158.6377483675757,2016-10-11
158.82588784311494,2016-10-12
164.52056387217306,2016-10-13
170.24026013448778,2016-10-14
179.73952636237732,2016-10-15
184.22243198973482,2016-10-16
141.9913514644726,2016-10-17
158.04529174186587,2016-10-18
158.7721518351202,2016-10-19
164.6250199454618,2016-10-20
170.67193828553775,2016-10-21
176.4044221387868,2016-10-22
183.57711427702483,2016-10-23
144.58656043825425,2016-10-24
160.72422581401696,2016-10-25
155.9576013163528,2016-10-26
166.49628194096562,2016-10-27
172.79228944382203,2016-10-28
177.36592617257878,2016-10-29
178.78821495035564,2016-10-30
145.62582879432,2016-10-31
163.76167002823425,2016-11-01
164.49444159246482,2016-11-02
172.7671693332925,2016-11-03
178.56810761076483,2016-11-04
184.7231011483024,2016-11-05
191.5066324547027,2016-11-06
151.01604457900535,2016-11-07
165.0423170225807,2016-11-08
168.47911428572226,2016-11-09
169.5273514130246,2016-11-10
179.15458088729193,2016-11-11
181.94378846436817,2016-11-12
191.02020412258662,2016-11-13
151.01604457900535,2016-11-14
162.73664609543283,2016-11-15
165.17254995465532,2016-11-16
170.62119783201396,2016-11-17
179.76386612513298,2016-11-18
183.98363606327413,2016-11-19
192.61478234870302,2016-11-20
150.51199697596527,2016-11-21
164.57279851521653,2016-11-22
164.206877937028,2016-11-23
171.00145848718097,2016-11-24
178.07820343043434,2016-11-25
184.17469257336495,2016-11-26
189.67156741956674,2016-11-27
152.1591828374198,2016-11-28
166.0300433274504,2016-11-29
165.82249081892374,2016-11-30
142.92877688139583,2016-12-01
145.4530280116649,2016-12-02
154.37023715285795,2016-12-03
157.12617955628252,2016-12-04
126.06047002620708,2016-12-05
134.21404151235572,2016-12-06
135.07195357217398,2016-12-07
144.35480369723254,2016-12-08
145.76970485752668,2016-12-09
153.9025063993702,2016-12-10
155.65754087407046,2016-12-11
125.89895483149229,2016-12-12
137.16783344107967,2016-12-13
136.47205239522813,2016-12-14
142.60709010740328,2016-12-15
147.82913590508468,2016-12-16
151.82531548283555,2016-12-17
157.72138656790523,2016-12-18
126.76919280229508,2016-12-19
136.89590630781026,2016-12-20
133.99888145929384,2016-12-21
142.8118665978462,2016-12-22
145.02030933160916,2016-12-23
154.17777903031137,2016-12-24
155.65754087407046,2016-12-25
122.2036834993021,2016-12-26
134.52093809697504,2016-12-27
135.40780687551967,2016-12-28
144.61550924189117,2016-12-29
145.9422070576103,2016-12-30
152.8528729364713,2016-12-31
151.51875592002753,2017-01-01
118.58700995944345,2017-01-02
135.10251312424433,2017-01-03
130.98854712938888,2017-01-04
140.1312452846999,2017-01-05
140.98991005565676,2017-01-06
146.3440824198559,2017-01-07
149.95036277224725,2017-01-08
120.3056406209344,2017-01-09
134.7966697398426,2017-01-10
132.1743458775427,2017-01-11
134.3982463395364,2017-01-12
139.92335361335614,2017-01-13
145.59704000170578,2017-01-14
151.46296473631682,2017-01-15
116.71114363997764,2017-01-16
131.05117012668083,2017-01-17
131.2076236484162,2017-01-18
134.33686704886128,2017-01-19
141.69739463638282,2017-01-20
146.57333149513198,2017-01-21
151.12787328535492,2017-01-22
121.90555383377728,2017-01-23
133.44434690712475,2017-01-24
129.41515706104985,2017-01-25
135.46879995092115,2017-01-26
138.43120090127638,2017-01-27
144.2388142032044,2017-01-28
148.39715601335237,2017-01-29
120.54001084193959,2017-01-30
132.14324909196267,2017-01-31
140.93082548919304,2017-02-01
145.4818394876557,2017-02-02
151.01604457900535,2017-02-03
156.47480717105995,2017-02-04
161.54749386871248,2017-02-05
128.52738353970958,2017-02-06
139.59616922677176,2017-02-07
138.43120090127638,2017-02-08
143.10399975113438,2017-02-09
149.13300446945044,2017-02-10
157.4240071956917,2017-02-11
159.87086063429467,2017-02-12
125.76962404850052,2017-02-13
139.08931698837577,2017-02-14
140.96037023572674,2017-02-15
145.02030933160916,2017-02-16
152.49246774911256,2017-02-17
155.9848567323283,2017-02-18
160.96358477892326,2017-02-19
125.21878505567011,2017-02-20
137.5899810350087,2017-02-21
139.11917248549275,2017-02-22
145.39539142646922,2017-02-23
151.7417572500952,2017-02-24
158.23399237897436,2017-02-25
160.72422581401696,2017-02-26
127.28265624229735,2017-02-27
139.7449649565622,2017-02-28
155.24762332061283,2017-03-01
160.91041842172754,2017-03-02
167.4771618465267,2017-03-03
171.53269336174534,2017-03-04
177.73462977105655,2017-03-05
144.47071905780365,2017-03-06
154.0952383722045,2017-03-07
156.80076284759807,2017-03-08
162.23540704539235,2017-03-09
163.89271359634859,2017-03-10
171.3051821523124,2017-03-11
178.86153603286698,2017-03-12
143.2790520338865,2017-03-13
157.5321968998526,2017-03-14
154.94646828751968,2017-03-15
160.40463789995903,2017-03-16
167.631619090005,2017-03-17
172.79228944382203,2017-03-18
178.5436378773689,2017-03-19
141.96197758128244,2017-03-20
156.03935618526324,2017-03-21
158.79902165032038,2017-03-22
158.50325410188958,2017-03-23
165.38075255541477,2017-03-24
171.4568830438734,2017-03-25
178.78821495035564,2017-03-26
142.37277290791025,2017-03-27
153.51646448431612,2017-03-28
155.9576013163528,2017-03-29
161.44145379305482,2017-03-30
163.18408233741604,2017-03-31
186.26597529094232,2017-04-01
193.71786519222738,2017-04-02
151.37924725922875,2017-04-03
166.9356646370878,2017-04-04
165.09442002298786,2017-04-05
173.9696683359233,2017-04-06
184.0553008024332,2017-04-07
187.37526667260934,2017-04-08
192.4534945388215,2017-04-09
156.44761977877275,2017-04-10
166.41864783260414,2017-04-11
169.14445098880836,2017-04-12
173.31914070013895,2017-04-13
182.40133358759994,2017-04-14
188.85401924536296,2017-04-15
191.9920763583012,2017-04-16
152.7697626212895,2017-04-17
165.06837016160404,2017-04-18
169.62934176576002,2017-04-19
177.1936550897452,2017-04-20
180.78377326248327,2017-04-21
186.24231607362876,2017-04-22
194.26752976936902,2017-04-23
155.65754087407046,2017-04-24
169.62934176576002,2017-04-25
168.35092463764343,2017-04-26
172.06261937572506,2017-04-27
183.50530054647695,2017-04-28
188.76040524970497,2017-04-29
192.56871112338686,2017-04-30
158.3148092098339,2017-05-01
178.93483314245552,2017-05-02
175.68673882630725,2017-05-03
179.83686964174456,2017-05-04
188.52620794894634,2017-05-05
194.29040550851155,2017-05-06
201.45919249290583,2017-05-07
163.23665761152876,2017-05-08
175.51315433206128,2017-05-09
176.79938994147582,2017-05-10
182.71386375280704,2017-05-11
187.16325551284123,2017-05-12
193.7407927390535,2017-05-13
200.7470751900028,2017-05-14
159.2016350735459,2017-05-15
174.9915771132141,2017-05-16
174.79255458611985,2017-05-17
182.40133358759994,2017-05-18
190.30033026406613,2017-05-19
195.3175979638287,2017-05-20
202.2357757407787,2017-05-21
159.65695169138647,2017-05-22
171.50742622520642,2017-05-23
174.64316898821318,2017-05-24
182.35321409065415,2017-05-25
191.4834915746201,2017-05-26
196.70316706545586,2017-05-27
200.88075075071356,2017-05-28
160.37798266804418,2017-05-29
171.10274748016175,2017-05-30
174.4687568641886,2017-05-31
188.52620794894634,2017-06-01
193.672003597168,2017-06-02
203.2307537932547,2017-06-03
208.51624648883237,2017-06-04
167.27104200382453,2017-06-05
182.66580996547393,2017-06-06
183.0979316243504,2017-06-07
189.25146620075722,2017-06-08
194.95286915701212,2017-06-09
203.97994171250477,2017-06-10
208.3432343623918,2017-06-11
163.6567749606313,2017-06-12
181.63020154088622,2017-06-13
184.10306492580708,2017-06-14
188.40902216884942,2017-06-15
194.45047550714753,2017-06-16
202.01413816454712,2017-06-17
209.1208878987037,2017-06-18
165.35473866009644,2017-06-19
179.20338451899445,2017-06-20
181.21947325018832,2017-06-21
188.6901704244555,2017-06-22
193.94704325869623,2017-06-23
201.79230618395047,2017-06-24
208.96985860679175,2017-06-25
166.54802198353119,2017-06-26
180.03143018893167,2017-06-27
181.3886865394278,2017-06-28
189.0645154225685,2017-06-29
195.0212972943627,2017-06-30
209.50884937036173,2017-07-01
216.690381002469,2017-07-02
172.7420463093547,2017-07-03
187.18682177309503,2017-07-04
186.50243568301482,2017-07-05
196.680515690636,2017-07-06
201.92542873178039,2017-07-07
206.99847665678817,2017-07-08
214.96575239366774,2017-07-09
174.34409158074703,2017-07-10
188.26832238577475,2017-07-11
184.5086614236707,2017-07-12
192.49958777970355,2017-07-13
200.07762790368903,2017-07-14
208.1051550801729,2017-07-15
216.56456103962702,2017-07-16
171.83566782566177,2017-07-17
185.60260772800538,2017-07-18
187.98667069828514,2017-07-19
193.78664133461518,2017-07-20
205.44988726779175,2017-07-21
210.94791248184274,2017-07-22
218.1122826202531,2017-07-23
172.91784633363554,2017-07-24
190.8346377942031,2017-07-25
188.17447588141388,2017-07-26
196.70316706545586,2017-07-27
200.96982833238846,2017-07-28
208.71074813499578,2017-07-29
216.35473116690352,2017-07-30
170.9254603325472,2017-07-31
174.96670917344892,2017-08-01
173.56957376387479,2017-08-02
182.68983811999223,2017-08-03
187.32816963404025,2017-08-04
194.9300555156149,2017-08-05
200.01058477120884,2017-08-06
160.37798266804418,2017-08-07
176.9473214968058,2017-08-08
175.19041924719957,2017-08-09
184.8659506535592,2017-08-10
191.1129333364469,2017-08-11
195.15809608628973,2017-08-12
199.65271779953216,2017-08-13
159.87086063429467,2017-08-14
172.7169203709134,2017-08-15
175.16557382759913,2017-08-16
184.10306492580708,2017-08-17
189.6948845955823,2017-08-18
194.9300555156149,2017-08-19
203.84789193162365,2017-08-20
159.60343876303492,2017-08-21
174.1694406316465,2017-08-22
176.99661009429929,2017-08-23
181.77498760880792,2017-08-24
188.71358435135946,2017-08-25
199.24950407453807,2017-08-26
205.82152362284728,2017-08-27
159.12117733675254,2017-08-28
177.02125028730697,2017-08-29
173.4443932832109,2017-08-30
180.1772405701552,2017-08-31
180.03143018893167,2017-09-01
186.31328653121724,2017-09-02
192.63781466226223,2017-09-03
154.0952383722045,2017-09-04
166.52215356435792,2017-09-05
170.2910910861138,2017-09-06
173.29408151938378,2017-09-07
182.13655083325833,2017-09-08
188.05711518618642,2017-09-09
193.07501167983247,2017-09-10
153.15730333338013,2017-09-11
167.88879598524258,2017-09-12
169.62934176576002,2017-09-13
178.5436378773689,2017-09-14
180.1043471532955,2017-09-15
189.64824795499328,2017-09-16
196.7258163574453,2017-09-17
153.93005130638664,2017-09-18
166.57388719977118,2017-09-19
168.5047428836525,2017-09-20
174.41889927973875,2017-09-21
179.6421410007053,2017-09-22
187.35171933462027,2017-09-23
195.3175979638287,2017-09-24
155.9576013163528,2017-09-25
167.1163191310585,2017-09-26
169.39979462447866,2017-09-27
176.28084995835465,2017-09-28
182.23287099233997,2017-09-29
188.19794100956167,2017-09-30
186.76226603871038,2017-10-01
148.31206343923492,2017-10-02
162.0768644304299,2017-10-03
159.71045033033877,2017-10-04
168.8887996097636,2017-10-05
173.61962579757298,2017-10-06
178.9592601893907,2017-10-07
183.07394622251059,2017-10-08
147.48748828141726,2017-10-09
159.65695169138647,2017-10-10
161.54749386871248,2017-10-11
169.09334537092332,2017-10-12
175.88495373179956,2017-10-13
181.12272331248457,2017-10-14
185.5314203822405,2017-10-15
149.2741825051274,2017-10-16
161.54749386871248,2017-10-17
164.598910881262,2017-10-18
170.39271670875203,2017-10-19
173.49447412023264,2017-10-20
180.51709922093096,2017-10-21
186.73865702252655,2017-10-22
150.84817775327235,2017-10-23
161.83881846563247,2017-10-24
163.81409748270096,2017-10-25
167.19369483726285,2017-10-26
173.0935039220959,2017-10-27
181.21947325018832,2017-10-28
185.86344177242157,2017-10-29
148.99171993469588,2017-10-30
162.39382626864943,2017-10-31
